Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Button/Name/Consume;Consume Host;Поглотить носителя;Wirt verzehren;Consumir anfitrión;Consumir huésped;Dévorer l’hôte;Consuma ospite;숙주 흡수;Pochłonięcie;Consumir Hospedeiro;吞噬宿主;吞噬宿主
Button/Name/ConsumeDNA;Consume DNA;Поглотить ДНК;DNS aufzehren;Consumir ADN;Consumir ADN;Consommer ADN;Consumo DNA;DNA 흡수;Pochłoń DNA;Consumir DNA;吞噬DNA;吸收 DNA
Button/Name/ConsumeDrone;Devour Drone;Пожрать рабочего;Drohne verschlingen;Devorar zángano;Devorar Obrero;Assimiler un ouvrier;Consuma Drone primordiale;일벌레 섭취;Pożarcie robotnicy;Devorar Zangão;吞食工蜂;吞噬工蟲
Button/Name/ConsumeEssence;Consume Essence;Поглотить эссенцию;Essenz verschlingen;Consumir esencia;Consumir esencia;Dévorer l’essence;Consuma essenza;정수 흡수;Pochłoń esencję;Consumir Essência;吞噬精华;吸收原質
Button/Name/ConsumeMoveToCaster;Consume Move To Caster;Поглотить, переместить к заклинателю;Verzehren - Zum Caster bewegen;Consumir movimiento a irradiador;Consumir - Mover al lanzador;Ponction - Vers lanceur;Consuma - Sposta su lanciatore;흡수 시전자에게로 이동;Pochłonięcie, Przenieś na rzucającego;Consumir - Mover para Lançador;Consume Move To Caster;吞噬 - 移動至施放者
Button/Name/Consumption;Consumption;Поглощение;Aufzehren;Consumir;Consumo;Cannibalisme;Consunzione;흡수;Pochłonięcie;Consumo;吞噬;吞噬
Button/Name/CoopMurvarSpawnCreepers;Spawn Swarm;Породить рой;Schwarm erschaffen;Engendrar enjambre;Engendrar Enjambre;Générer un essaim;Genera Sciame;군단 생성;Powicie Chmary;Gerar Enxame;孵化虫群;孵化蝗群
Button/Name/CorpserPassive;Infest Roachlings;Заражение труплингами;Mit Schablingen verseuchen;Infestar con crías de cucaracha;Infestar cucarachitas;Propagation de cancrelats;Infestazione di Blattidi;감염 애바퀴;Zainfekuj karakańcami;Infestar Baratídeos;感染小蟑螂;感染蟑螂
Button/Name/CorrosiveBileDamageIncrease;Potent Bile;Действенная желчь;Verstärkte Galle;Bilis potente;Bilis potente;Bile puissante;Bile addensata;초강력 담즙;Silna żółć;Bile Potente;强酸胆汁;強酸體液
Button/Name/CorrosiveBileRadiusIncrease;Bloated Bile Ducts;Раздутые желчные протоки;Geschwollene Gallendrüse;Conductos biliares hinchados;Conductos biliares hinchados;Voies biliaires gonflées;Condotti biliari dilatati;부풀어오른 담관;Kurczliwe przewody żółciowe;Dutos de Bile Inchados;肿胀胆管;肥大體液導管
Button/Name/CorrosiveSpores;Corrosive Spores;Ядовитые споры;Ätzende Sporen;Esporas corrosivas;Esporas corrosivas;Spores corrosives;Spore corrosive;부식성 포자;Żrące zarodniki;Esporos Corrosivos;腐蚀孢子;酸蝕孢子
Button/Name/CorrosiveVenom;Corrosive Venom;Едкий яд;Ätzendes Gift;Veneno corrosivo;Veneno corrosivo;Venin corrosif;Veleno corrosivo;부식성 맹독;Żrący jad;Peçonha Corrosiva;腐蚀毒液;酸蝕猛毒
Button/Name/CorruptorPassive;Corruptor;Губитель;Schänder;Envilecedor;Corruptor;Corrupteur;Corruttore;타락귀;Skaziciel;Corruptor;腐化者;腐化飛蟲
Button/Name/CorruptorScourgeIncubationLocked;Scourge Incubation;Инкубация слепней;Terror-Inkubation;Incubación de hostigador;Incubación de Azote;Incubation de fléau;Incubazione di Flagelli;갈귀 부화;Inkubacja zmory;Incubação de Flagelo;培育爆蚊;自殺蟲孵育
Button/Name/CorsairPermanentCloakLocked;Permanent Cloak;Постоянная маскировка;Permanente Tarnung;Invisibilidad permanente;Camuflaje permanente;Camouflage permanent;Occultamento permanente;영구 은폐;Stałe maskowanie;Camuflagem Permanente;永久隐形;永久匿蹤
Button/Name/CrashMorph;Crash Morph;Удар - мутация;Verwandlung;Transformación de choque;Transformación de choque;Transformation crash;Trasformazione impatto;충돌 변형;Rozbity Przekształcenie;Acidente de Transmutação;碰撞变形;撞擊 - 變形
Button/Name/CrateSwannSpecialDeliveryOpenCrate;Open Crate;Открытый ящик;Paket öffnen;Abrir cajón;Abrir caja;Caisse ouverte;Cassa aperta;열린 상자;Otwórz skrzynię;Abrir Caixa;打开的箱子;打開的箱子
Button/Name/CreepColony;Mutate into Creep Colony;Мутировать в колонию слизи;Zu Kriecherkolonie mutieren;Mutar en colonia de biomateria;Mutar en Colonia de talo;Muter en tumeur mucigène;Muta in Colonia propagante;점막 군체로 변이;Mutuj w kolonię biomasy;Transmutar-se em Colônia de Gosma;变异成菌毯覆盖地;突變為蟲苔殖穴
Button/Name/CreepGeneration;Creep Generation;Выработка слизи;Kriechererzeugung;Generación de biomateria;Generación de talo;Génération de mucus;Genera biostrato;점막 생성;Wydzielanie biomasy;Gerar Gosma;生成菌毯;蟲苔增生
Button/Name/CreepSpread;Creep Spread;Распространение слизи;Kriecherverbreitungsrate;Extender biomateria;Expansión de talo;Répandre du mucus;Diffondi biostrato;점막 확산;Rozprzestrzenianie biomasy;Contágio de Gosma;菌毯散布;蟲苔擴散
Button/Name/CreepTumorEnsnare;Ensnare;Опутывание;Einfangen;Atrapar;Atrapar;Piège;Intralcio;속박;Usidlenie;Enredar;诱捕;黏液
Button/Name/CreepTumorPassive;Creep Generator;Распространитель слизи;Kriechererzeuger;Generador de biomateria;Generador de talo;Générateur de mucus;Generatore di biostrato;점막 생성체;Wydzielacz biomasy;Gerador de Gosma;菌毯分泌腺体;蟲苔生成單位
Button/Name/CreeperHostPassive;Creeper Host;Мать ползунов;Zeckenwirt;Gestador propagador;Huésped furtivo;Sécréteur;Ospite strisciante;땅무지 숙주;Nosiciel pełzaczy;Hospedeiro de Rastejantes;掘地虫宿主;飛蝗獸
Button/Name/CreepingDoom;Creeping Doom;Смертоносная слизь;Kriechendes Verhängnis;Condenación sigilosa;Talo de la perdición;Mort insidieuse;Rovina strisciante;임박한 파멸;Pełzająca zagłada;Ruína Rastejante;末日菌毯;束縛蟲苔
Button/Name/CripplingPsionicStorm;Crippling Psionic Storm;Увечащий псионный шторм;Lähmender Psi-Sturm;Tormenta psiónica paralizante;Tormenta psiónica devastadora;Tempête psionique affaiblissante;Tempesta psionica immobilizzante;무력화 사이오닉 폭풍;Przełamującą burza psioniczna;Tempestade Psiônica Debilitante;致残灵能风暴;破甲幽能風暴
Button/Name/CriusSuit;Crius Suit;Костюм «Криос»;Crius-Anzug;Traje crius;Traje Crius;Armure Crius;Tuta Ade;크리오스 전투복;Kombinezon Krios;Armadura Crius;克利俄斯战服;泰坦裝束
Button/Name/CrossSpectrumDampeners;Cross-Spectrum Dampeners;Светопоглощающее покрытие;Transspektral-Dämpfer;Amortiguador de espectro cruzado;Depresores de espectro cruzado;Refroidisseurs multi-spectre;Offuscatori multispettro;스펙트럼 대역 흡수기;Tłumiki spektrum krzyżowego;Supressores de espectro cruzado;交叉光谱抑光仪;交叉頻譜抑制器
Button/Name/CybrosEscortTowerGroundMissileVolley;Laser Barrage;Лазерный обстрел;Lasersalve;Descarga de láseres;Andanada láser;Barrage laser;Raffica laser;레이저 탄막;Ostrzał laserowy;Salva de Laser;激光弹幕;雷射彈幕
Button/Name/CybrosEscortTowerMultiAOE;Suppression Beam;Подавляющий луч;Unterdrückungsstrahl;Haz de supresión;Rayo supresor;Rayon de neutralisation;Raggio soppressivo;진압 광선;Wiązka zaporowa;Feixe de Supressão;压制光束;抑制光束
Button/Name/CybrosEscortTowerSingleTargetLockOn;Purification;Ликвидация;Säuberung;Purificación;Purificación;Élimination;Purificazione;정화;Oczyszczenie;Purificação;净化;淨化
Button/Name/CycloneLockOnDamageUpgrade;Mag-Field Accelerator;Ускоритель магнитного поля;Magnetfeldbeschleuniger;Acelerador magnético;Acelerador de campo magnético;Accélérateur de champ magnétique;Acceleratore di campo magnetico;자기장 가속기;Akcelerator pola magnetycznego;Acelerador de Campo Magnético;电磁力场加速器;磁場加速器
Button/Name/CycloneResearchLockOnAir;Research Surface to Air Targeting;Разработать систему наведения земля-воздух;Luftziel-Anvisierung erforschen;Investigar objetivo superficie a aire;Investigar Objetivos tierra-aire;Rechercher Ciblage Sol-Air;Ricerca Puntamento Terra-Aria;지대공 조준 연구;Opracuj namierzanie ziemia-powietrze;Pesquisar Mira Terrestre e Aérea;研究地对空瞄准;研發地對空鎖定
Button/Name/D8Charge;G-4 Cluster Bombs;Кассетные бомбы G-4;G-4-Splitterbomben;Bombas de racimo G-4;Bombas de racimo G-4;Bombes à fragmentation G-4;Bombe a grappolo G-4;G-4 집속탄;Bomby kasetowe G-4;Aglomerado de bombas G-4;G-4型集束炸弹;G-4集束炸藥
Button/Name/DOMEMP;EMP Blast;ЭМИ;EMP-Ladung;Explosión PEM;Explosión PEM;Déflagration d’IEM;Scarica elettromagnetica;EMP 폭발;Wybuch EMP;Impacto PEM;EMP冲击;電磁脈衝波轟擊
Button/Name/DOMGhostDetectorConeEnter;Detector Cone On;Сектор действия детектора включен;Detektorkegel EIN;Cono de detección activado;Cono detector activado;Cône de détection activé;Attiva cono individuatore;탐지기 부채꼴 켜기;Stożek wykrywacza włączony;Cone Detector Ligado;侦测器锥形范围开启;偵測單位的扇形範圍 - 開啟
Button/Name/DOMGhostDetectorConeExit;Detector Cone Off;Сектор действия детектора выключен;Detektorkegel AUS;Cono de detección desactivado;Cono detector desactivado;Cône de détection désactivé;Disattiva cono individuatore;탐지기 부채꼴 끄기;Stożek wykrywacza wyłączony;Cone Detector Desligado;侦测器锥形范围关闭;偵測單位的扇形範圍 - 關閉
Button/Name/DOMGhostPersonalDefensiveMatrix;Ionic Force Field;Ионное силовое поле;Ionisches Kraftfeld;Campo de fuerza iónica;Campo de fuerza iónico;Champ de force ionique;Campo di forza ionico;이온 역장;Jonowe Pole Siłowe;Campo de Força Iônico;离子力场;離子力場
Button/Name/DOMLabDoorThinDefaultClose;DOMLab Door Thin Default Close;Лабораторная дверь ЗЧ – тонкая – закрыта по умолчанию;VdM - Labortür, schmal -  Standard, schließen;Abrir puerta de laboratorio DDH fina por defecto;DdH - Puerta de laboratorio - Estrecha - Predeterminado - Cerrar;Porte fine de labo des Ddh - Fermée par défaut;Dominio - Porta del laboratorio - Stretta - Predefinita chiusa;DOMLab 문 얇음 기본 닫기;OLLaboratorium Drzwi, Wąskie, Domyślnie, Zamknięte;DOMLab Door Thin Default Close;人类保卫者实验室大门 窄 默认关闭;守護組織實驗室閘門 - 薄 - 預設 - 關閉
Button/Name/DOMLabDoorThinDefaultOpen;DOMLab Door Thin Default Open;Лабораторная дверь ЗЧ – тонкая – открыта по умолчанию;VdM - Labortür, schmal -  Standard, öffnen;Cerrar puerta de laboratorio DDH fina por defecto;DdH - Puerta de laboratorio - Estrecha - Predeterminado - Abrir;Porte fine de labo des Ddh - Ouverte par défaut;Dominio - Porta del laboratorio - Stretta - Predefinita aperta;DOMLab 문 얇음 기본 열기;OLLaboratorium Drzwi, Wąskie, Domyślnie, Otwarte;DOMLab Door Thin Default Open;人类保卫者实验室大门 窄 默认打开;守護組織實驗室閘門 - 薄 - 預設 - 開啟
Button/Name/DOMLabDoorWideDefaultClose;DOMLab Door Wide Default Close;Лабораторная дверь ЗЧ – широкая – закрыта по умолчанию;VdM - Labortür, breit -  Standard, schließen;Abrir puerta de laboratorio DDH ancha por defecto;DdH - Puerta de laboratorio - Ancha - Predeterminado - Cerrar;Porte épaisse de labo des Ddh - Fermée par défaut;Dominio - Porta del laboratorio - Larga - Predefinita chiusa;DOMLab 문 넓음 기본 닫기;OLLaboratorium Drzwi, Szerokie, Domyślnie, Zamknięte;DOMLab Door Wide Default Close;人类保卫者实验室大门 宽 默认关闭;守護組織實驗室閘門 - 寬 - 預設 - 關閉
Button/Name/DOMLabDoorWideDefaultOpen;DOMLab Door Wide Default Open;Лабораторная дверь ЗЧ – широкая – закрыта по умолчанию;VdM - Labortür, breit -  Standard, öffnen;Cerrar puerta de laboratorio DDH ancha por defecto;DdH - Puerta de laboratorio - Ancha - Predeterminado - Abrir;Porte épaisse de labo des Ddh - Ouverte par défaut;Dominio - Porta del laboratorio - Larga - Predefinita aperta;DOMLab 문 넓음 기본 열기;OLLaboratorium Drzwi, Szerokie, Domyślnie, Otwarte;DOMLab Door Wide Default Open;人类保卫者实验室大门 宽 默认打开;守護組織實驗室閘門 - 寬 - 預設 - 開啟
Button/Name/DOMSnipe;Snipe;Снайперский выстрел;Scharfschütze;Disparo de precisión;Francotirar;Tir de précision;Tiro di precisione;저격;Strzał snajperski;Tiro de Precisão;狙杀;狙擊
Button/Name/DakrunCrashingCharge;Brutal Charge;Бешеный рывок;Brachialer Ansturm;Carga brutal;Arremetida brutal;Charge brutale;Carica brutale;잔혹한 돌진;Brutalna Szarża;Carga Brutal;野蛮冲锋;殘暴衝鋒
Button/Name/DakrunGreaterSpikedHideLocked;Greater Spiked Hide;Сверхшипастая шкура;Massiver Stachelpanzer;Cuero con púas superior;Cuero picudo mayor;Réaction épidermique supérieure;Aura di spine superiore;향상된 가시 가죽;Wzmocniona kolczasta skóra;Carapaça Espinhosa Maior;大型尖刺厚皮;巨型尖刺蟲皮
Button/Name/DamagedEvolutionPit;Damaged Evolution Pit;Поврежденный эволюционный отсек;Beschädigte Evolutionsgrube;Fosa de evolución dañada;Foso de evolución dañado;Fosse d’évolution endommagée;Fossa evolutiva danneggiata;손상된 진화 구덩이;Uszkodzona jama ewolucyjna;Poço Evolucional Danificado;受损的进化坑;受損的進化巢
Button/Name/DarkArchon;Warp In Dark Archon;Вызвать темного архонта;Dunklen Archon heranwarpen;Invocar arconte tétrico;Transposicionar Arconte oscuro;Transférer un archonte noir;Evoca Arconte oscuro;암흑 집정관 소환;Przyzwij mrocznego archonta;Transdobrar Arconte das Trevas;折跃黑暗执政官;躍傳黑暗執政官
Button/Name/DarkArchonMergeSelection;Dark Archon Merge | Shadow Archon Merge;Перерождение в темного архонта | Перерождение в теневого архонта;Schattenarchon-Verschmelzung | Zu Dunklem Archon verschmelzen;Fusionar arconte sombrío | Fusionar arconte tétrico;Fusión de Arconte oscuro | Fusión de Arconte sombrío;Fusion en archonte d’ombre | Fusion en archonte noir;Fondi in Arconte dell'ombra | Fusione in Arconte oscuro;그림자 집정관 합체 | 암흑 집정관 합체;Scalenie archonta cienia | Scalenie w mrocznego archonta;Combinar Arconte das Trevas | Fusão em Arconte Sombrio;合成黑暗执政官 | 暗影执政官融合;合併暗影執政官 | 合併黑暗執政官
Button/Name/DarkArchonMindControl;Mind Control;Подчинение;Gedankenkontrolle;Control mental;Control mental;Contrôle mental;Controllo mentale;정신 제어;Kontrola umysłu;Controle Mental;精神控制;心靈控制
Button/Name/DarkConsumptionOff;Dark Consumption Off;Темное поглощение - выкл.;Dunkles Zehren - Aus;Consumo oscuro desactivado;Consumo oscuro - Desactivado;Ponction sombre désactivée;Disattiva Consunzione Oscura;어둠의 흡수 끄기;Mroczne pochłonięcie wył.;Consumação Negra Desligada;Dark Consumption Off;關閉黑暗吞噬
Button/Name/DarkConsumptionOn;Dark Consumption On;Темное поглощение - вкл.;Dunkles Zehren - Ein;Consumo oscuro activado;Consumo oscuro - Activado;Ponction sombre activée;Attiva Consunzione Oscura;어둠의 흡수 켜기;Mroczne pochłonięcie wł.;Consumação Negra Ligada;Dark Consumption On;開啟黑暗吞噬
Button/Name/DarkPylonEnergyRegenAura;Energy Regeneration Aura;Аура восстановления энергии;Aura für Energieregeneration;Aura de regeneración de energía;Aura de regeneración de energía;Aura de régénération d’énergie;Aura di rigenerazione energetica;에너지 재생 오라;Aura regeneracji energii;Aura de Regeneração de Energia;能量恢复光环;能量恢復靈氣
